;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Data Logged, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Node Name, Address, Scan Class,  System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
D,A70_PLC5\R03_FLT,A70 PLC-5 RACK 03 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A70_DTS-R,N42:7/3,F,,,,,,
D,A70_PLC5\R04_FLT,A70 PLC-5 RACK 04 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A70_DTS-R,N42:7/4,F,,,,,,
D,A70_PLC5\R05_FLT,A70 PLC-5 RACK 05 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A70_DTS-R,N42:7/5,F,,,,,,
D,A70_PLC5\RACK_FLT,A70 PLC-5 RACK FAULT - see A70 PLC5 Status Display for details,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A70_DTS-R,N42:7/6,F,,,,,,
D,A70_PLC5\REM_MODE,A70 PLC-5 MODE SWITCH IN REMOTE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,A70_DTS-R,S:1/7,H,,,,,,
D,A70_PLC5\RUN_MODE,A70 PLC-5 IN RUN MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,A70_DTS-R,S:1/1,H,,,,,,
A,A70_PLC5\SCAN_LAST,A70 PLC-5 LAST PROGRAM SCAN,F,D,*,F,F,I,L,0,1000,0,1,0,0,,,,,,,A70_DTS-R,S:8,H,,,,,,
A,A70_PLC5\SCAN_MAX,A70 PLC-5 MAXIMUM PROGRAM SCAN,F,D,*,F,F,I,L,0,1000,0,1,0,0,,,,,,,A70_DTS-R,S:9,H,,,,,,
D,A70_PLC5\WTCH_TOUT,A70 PLC-5 WATCHDOG TIMER,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A70_DTS-R,S:11/8,H,,,,,,
D,A75\CARR_TBL_1,A75 T-1 CARRIER TROUBLE #1,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A75_DTS-R,N42:20/1,F,,,,,,
D,A75\CARR_TBL_2,A75 T-1 CARRIER TROUBLE #2,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A75_DTS-R,N42:20/8,F,,,,,,
D,A75\EMG_TRBL,ET SYSTEM TROUBLE FROM A75,F,D,*,T,F,,,,,,,,,,NORMAL,ALARM,NORMAL,,,A75_DTS-R,N42:20/13,F,,,,,,
D,A75\ET_TOWER,ET CALL A75 TOWER,F,D,*,T,F,,,,,,,,,,ON HOOK,OFF HOOK,ON HOOK,,,A75_DTS-R,N42:20/12,F,,,,,,
D,A75\FIRE_ALM,A75 FIRE SUMMARY ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A75_DTS-R,N42:19/12,F,,,,,,
D,A75\INVR_TRBL,A75 ESSENTIAL POWER TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A75_DTS-R,N42:20/5,F,,,,,,
D,A75\MAINT_TBL,A75 MAINTENANCE PHONE TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A75_DTS-R,N42:20/2,F,,,,,,
D,A75\PABX_TBL,A75 PABX PHONE TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A75_DTS-R,N42:20/11,F,,,,,,
D,A75\SORS_COMP_A_ALARM,A75 SOR COMPUTER A ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A75_DTS-R,N42:20/9,F,,,,,,
D,A75\SORS_COMP_B_ALARM,A75 SOR COMPUTER B ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A75_DTS-R,N42:20/10,F,,,,,,
D,A75\SORS_SPD_RESTRICTION_ON,A75 SOR SPEED RESTRICTION ON,F,D,*,T,F,,,,,,,,,,NORMAL,RESTRICT ON,NORMAL,,,A75_DTS-R,N42:20/0,F,,,,,,
D,A75\TC_UPS_SUMMARY_ALM,A79 TC UPS SUMMARY ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A75_DTS-R,N42:20/15,F,,,,,,
D,A75_ALM_RT,HAYWARD YARD PLC ALARM RESET,F,D,B,F,F,,,,,,,,,,OFF,ON,OFF,,,A75_DTS-R,N45:0/3,G,,,,,,
D,A75_COM_AL,Harward Yard COMMUNICATION STATUS,F,M,*,T,F,,,,,,,,,,NORMAL,FAIL,NORMAL,,,,,,,,,,,
D,A75_COM_IN,Harward Yard PLC COMMUNICATION IND.,F,D,*,F,F,,,,,,,,,,FAIL,NORMAL,FAIL,,,A75_DTS-R,N42:0/3,F,,,,,,
D,A75_PLC5\AAY_120V_PS_FAIL,A75 AAY 120 VOLT POWER SUPPLY FAILURE,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:22/1,F,,,,,,
D,A75_PLC5\AAY_PS_FAIL,A75 AAY REDUNDANT POWER SUPPLY FAILURE,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:22/0,F,,,,,,
D,A75_PLC5\AYR_120V_PS_FAIL,A75 AYR 120 VOLT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/15,F,,,,,,
D,A75_PLC5\AYR_PS_FAIL,A75 AYR REDUNDANT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/14,F,,,,,,
D,A75_PLC5\AYT_120V_PS_FAIL,A75 AYT 120 VOLT POWER SUPPLY FAILURE,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:22/5,F,,,,,,
D,A75_PLC5\AYT_PS_FAIL,A75 AYT REDUNDANT POWER SUPPLY FAILURE,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:22/4,F,,,,,,
D,A75_PLC5\AZD_120V_PS_FAIL,A75 AZD 120 VOLT POWER SUPPLY FAILURE,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:22/3,F,,,,,,
D,A75_PLC5\AZD_PS_FAIL,A75 AZD REDUNDANT POWER SUPPLY FAILURE,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:22/2,F,,,,,,
D,A75_PLC5\COPRO_FLT,A75 PLC-5 COPROCESSOR FAULT,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,S:11/6,H,,,,,,
A,A75_PLC5\MAJR_FLT,A75 PLC-5 MAJOR FAULT,F,D,*,T,F,U,L,0,310378496,0,1,0,0,,,,,,,A75_DTS-R,S:11,H,,,,,,
A,A75_PLC5\MINR_FLT,A75 PLC-5 MINOR FAULT,F,D,*,F,F,U,L,0,310378496,0,1,0,0,,,,,,,A75_DTS-R,S:10,H,,,,,,
D,A75_PLC5\PRGR_MODE,A75 PLC-5 IN PROGRAM MODE,F,D,*,F,F,,,,,,,,,,Off,PROGRAM,Off,,,A75_DTS-R,S:1/3,H,,,,,,
D,A75_PLC5\R00_FLT,A75 TCR PLC-5 RACK 00 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/0,F,,,,,,
D,A75_PLC5\R01_FLT,A75 TCR PLC-5 RACK 01 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/1,F,,,,,,
D,A75_PLC5\R02_FLT,A75 AYR RACK 02 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/2,F,,,,,,
D,A75_PLC5\R03_FLT,A75 AYR RACK 03 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/3,F,,,,,,
D,A75_PLC5\R06_FLT,A75 AAY RACK 06 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/4,F,,,,,,
D,A75_PLC5\R07_FLT,A75 AAY RACK 07 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/5,F,,,,,,
D,A75_PLC5\R10_FLT,A75 AZD RACK 10 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/6,F,,,,,,
D,A75_PLC5\R11_FLT,A75 AZD RACK 11 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/7,F,,,,,,
D,A75_PLC5\R12_FLT,A75 AYT RACK 12 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/8,F,,,,,,
D,A75_PLC5\R14_FLT,A75 TCR RACK 14 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/10,F,,,,,,
D,A75_PLC5\RACK_FLT,A75 PLC-5 RACK FAULT SUMMARY - see A75 PLC5 Status Display for details,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/11,F,,,,,,
D,A75_PLC5\REM_MODE,A75 PLC-5 MODE SWITCH IN REMOTE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,A75_DTS-R,S:1/7,H,,,,,,
D,A75_PLC5\RUN_MODE,A75 PLC-5 IN RUN MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,A75_DTS-R,S:1/1,H,,,,,,
A,A75_PLC5\SCAN_LAST,A75 PLC-5 LAST PROGRAM SCAN,F,D,*,F,F,I,L,0,1000,0,1,0,0,,,,,,,A75_DTS-R,S:8,H,,,,,,
A,A75_PLC5\SCAN_MAX,A75 PLC-5 MAXIMUM PROGRAM SCAN,F,D,*,F,F,I,L,0,1000,0,1,0,0,,,,,,,A75_DTS-R,S:9,H,,,,,,
D,A75_PLC5\TCR_120V_PS_FAIL,A75 TCR PLC-5 120 VOLT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/13,F,,,,,,
D,A75_PLC5\TCR_PLC_PS_FAIL,A75 TCR PLC-5 REDUNDANT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,N42:21/12,F,,,,,,
D,A75_PLC5\WTCH_TOUT,A75 PLC-5 WATCHDOG TIMER,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A75_DTS-R,S:11/8,H,,,,,,
D,A80\CARR_TBL,A80 T-1 CARRIER TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A80_DTS-R,N42:10/8,F,,,,,,
D,A80\EBO,A80 EMERGENCY BARRIER OVERRIDE,F,D,A,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A80_DTS-R,N45:20/0,A,,,,,,
D,A80\EBO_OPEN,A80 EMERGENCY BARRIER OVERRIDE OPEN,F,D,A,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A80_DTS-R,N46:19/0,A,,,,,,
D,A80\EMG_TRBL,ET SYSTEM TROUBLE FROM A80,F,D,*,T,F,,,,,,,,,,NORMAL,ALARM,NORMAL,,,A80_DTS-R,N42:10/13,F,,,,,,
D,A80\ET_ELEV11,ET CALL A80 ELEVATOR-11,F,D,*,T,F,,,,,,,,,,ON HOOK,OFF HOOK,ON HOOK,,,A80_DTS-R,N42:10/10,F,,,,,,
D,A80\ET_ELEV12,ET CALL A80 ELEVATOR-12,F,D,*,T,F,,,,,,,,,,ON HOOK,OFF HOOK,ON HOOK,,,A80_DTS-R,N42:10/11,F,,,,,,
D,A80\ET_SAB,ET CALL A80 STATION AGENT BOOTH #1,F,D,*,T,F,,,,,,,,,,ON HOOK,OFF HOOK,ON HOOK,,,A80_DTS-R,N42:10/12,F,,,,,,
D,A80\F_ALM_EQUIP_RM,A80 FIRE: EQUIPMENT ROOM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/6,F,,,,,,
D,A80\F_ALM_ESC,A80 FIRE: ESCALATOR ROOM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/8,F,,,,,,
D,A80\F_ALM_PIP,A80 STANDPIPE WATER FLOW DETECTED,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/5,F,,,,,,
D,A80\F_ALM_PUL,A80 FIRE: MANUAL PULL ACTIVATED,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/11,F,,,,,,
D,A80\F_ALM_TCR,A80 FIRE: TRAIN CONTROL ROOM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/10,F,,,,,,
D,A80\F_ALM_WAT,A80 WATER VALVE CLOSED,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/3,F,,,,,,
D,A80\FIRE_ALM,A80 FIRE SUMMARY ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:4/0,F,,,,,,
D,A80\INVR_TRBL,A80 ESSENTIAL POWER TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A80_DTS-R,N42:10/5,F,,,,,,
D,A80\MAINT_TBL,A80 MAINTENANCE PHONE TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A80_DTS-R,N42:10/2,F,,,,,,
D,A80\PATRON_EBO_PRIMARY,A80 PATRON EBO PRIMARY,F,D,A,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A80_DTS-R,I:004/1,A,,,,,,
D,A80\PLT_TRIP,A80 PLATFORM TRIPPED,F,D,A,T,F,,,,,,,,,,NORMAL,TRIPPED,NORMAL,,,A80_DTS-R,N42:10/6,F,,,,,,
D,A80\SORS_COMP_A_ALARM,A80 SOR COMPUTER A ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/0,F,,,,,,
D,A80\SORS_COMP_B_ALARM,A80 SOR COMPUTER B ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A80_DTS-R,N42:9/1,F,,,,,,
D,A80\SORS_SPD_RESTRICTION_ON,A80 SOR SPEED RESTRICTION ON,F,D,*,T,F,,,,,,,,,,NORMAL,RESTRICT ON,NORMAL,,,A80_DTS-R,N42:9/2,F,,,,,,
D,A80\TC_12V_FAIL,A80 LOSS OF TRAIN CONTROL 12VOLTS TO SCADA,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A80_DTS-R,N42:11/9,F,,,,,,
D,A80_ALM_RT,UNION CITY PLC ALARM RESET,F,D,B,F,F,,,,,,,,,,OFF,ON,OFF,,,A80_DTS-R,N45:0/3,G,,,,,,
D,A80_COM_AL,Union City COMMUNICATION STATUS,F,M,*,T,F,,,,,,,,,,NORMAL,FAIL,NORMAL,,,,,,,,,,,
D,A80_COM_IN,Union City PLC COMMUNICATION IND.,F,D,*,F,F,,,,,,,,,,FAIL,NORMAL,FAIL,,,A80_DTS-R,N42:0/3,F,,,,,,
D,A80_PLC5\120V_PS_FAIL,A80 PLC-5 120 VOLT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/7,F,,,,,,
D,A80_PLC5\COPRO_FLT,A80 PLC-5 COPROCESSOR FAULT,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,S:11/6,H,,,,,,
A,A80_PLC5\MAJR_FLT,A80 PLC-5 MAJOR FAULT,F,D,*,T,F,U,L,0,310378496,0,1,0,0,,,,,,,A80_DTS-R,S:11,H,,,,,,
A,A80_PLC5\MINR_FLT,A80 PLC-5 MINOR FAULT,F,D,*,F,F,U,L,0,310378496,0,1,0,0,,,,,,,A80_DTS-R,S:10,H,,,,,,
D,A80_PLC5\PLC_PS_FAIL,A80 PLC-5 REDUNDANT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/8,F,,,,,,
D,A80_PLC5\PRGR_MODE,A80 PLC-5 IN PROGRAM MODE,F,D,*,F,F,,,,,,,,,,Off,PROGRAM,Off,,,A80_DTS-R,S:1/3,H,,,,,,
D,A80_PLC5\R00_FLT,A80 PLC-5 RACK 00 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/0,F,,,,,,
D,A80_PLC5\R01_FLT,A80 PLC-5 RACK 01 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/1,F,,,,,,
D,A80_PLC5\R02_FLT,A80 PLC-5 RACK 02 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/2,F,,,,,,
D,A80_PLC5\R03_FLT,A80 PLC-5 RACK 03 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/3,F,,,,,,
D,A80_PLC5\R04_FLT,A80 PLC-5 RACK 04 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/4,F,,,,,,
D,A80_PLC5\R05_FLT,A80 PLC-5 RACK 05 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/5,F,,,,,,
D,A80_PLC5\RACK_FLT,A80 PLC-5 RACK FAULT - see A80 PLC5 Status Display for details,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,N42:11/6,F,,,,,,
D,A80_PLC5\REM_MODE,A80 PLC-5 MODE SWITCH IN REMOTE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,A80_DTS-R,S:1/7,H,,,,,,
D,A80_PLC5\RUN_MODE,A80 PLC-5 IN RUN MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,A80_DTS-R,S:1/1,H,,,,,,
A,A80_PLC5\SCAN_LAST,A80 PLC-5 LAST PROGRAM SCAN,F,D,*,F,F,I,L,0,1000,0,1,0,0,,,,,,,A80_DTS-R,S:8,H,,,,,,
A,A80_PLC5\SCAN_MAX,A80 PLC-5 MAXIMUM PROGRAM SCAN,F,D,*,F,F,I,L,0,1000,0,1,0,0,,,,,,,A80_DTS-R,S:9,H,,,,,,
D,A80_PLC5\WTCH_TOUT,A80 PLC-5 WATCHDOG TIMER,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A80_DTS-R,S:11/8,H,,,,,,
D,A90\EBO,A90 EMERGENCY BARRIER OVERRIDE,F,D,A,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A90_DTS-R,N45:20/0,A,,,,,,
D,A90\EBO_OPEN,A90 EMERGENCY BARRIER OVERRIDE OPEN,F,D,A,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A90_DTS-R,N46:10/0,A,,,,,,
D,A90\EMG_TRBL,ET SYSTEM TROUBLE FROM A90,F,D,*,T,F,,,,,,,,,,NORMAL,ALARM,NORMAL,,,A90_DTS-R,N42:10/13,F,,,,,,
D,A90\ET_ELEV13,ET CALL A90 ELEVATOR-13,F,D,*,T,F,,,,,,,,,,ON HOOK,OFF HOOK,ON HOOK,,,A90_DTS-R,N42:10/11,F,,,,,,
D,A90\ET_SAB,ET CALL A90 STATION AGENT BOOTH #1,F,D,*,T,F,,,,,,,,,,ON HOOK,OFF HOOK,ON HOOK,,,A90_DTS-R,N42:10/12,F,,,,,,
D,A90\F_ALM_EQUIP_RM,A90 FIRE: EQUIPMENT ROOM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/6,F,,,,,,
D,A90\F_ALM_ESC,A90 FIRE: ESCALATOR ROOM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/8,F,,,,,,
D,A90\F_ALM_PIP,A90 STANDPIPE WATER FLOW DETECTED,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/5,F,,,,,,
D,A90\F_ALM_PLAT,A90 FIRE: PLATFORM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/12,F,,,,,,
D,A90\F_ALM_PUL,A90 FIRE: MANUAL PULL ACTIVATED,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/11,F,,,,,,
D,A90\F_ALM_TCR,A90 FIRE: TRAIN CONTROL ROOM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/10,F,,,,,,
D,A90\F_ALM_WAT,A90 WATER VALVE CLOSED,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/3,F,,,,,,
D,A90\F_SYS_TBL,A90 FIRE SYSTEM TROUBLE,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/13,F,,,,,,
D,A90\FIRE_ALM,A90 FIRE SUMMARY ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:8/0,F,,,,,,
D,A90\INVR_TRBL,A90 ESSENTIAL POWER TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A90_DTS-R,N42:10/5,F,,,,,,
D,A90\MAINT_TBL,A90 MAINTENANCE PHONE TROUBLE,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A90_DTS-R,N42:10/2,F,,,,,,
D,A90\PATRON_EBO_PRIMARY,A90 PATRON EBO PRIMARY,F,D,A,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A90_DTS-R,I:004/1,A,,,,,,
D,A90\PLT_TRIP,A90 PLATFORM TRIPPED,F,D,A,T,F,,,,,,,,,,NORMAL,TRIPPED,NORMAL,,,A90_DTS-R,N42:10/6,F,,,,,,
D,A90\SEIS_ALM1,A90 SEISMIC ACTIVITY DETECTED - DETECTOR 1,F,D,A,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:8/1,F,,,,,,
D,A90\SEIS_ALM2,A90 SEISMIC ACTIVITY DETECTED - DETECTOR 2,F,D,A,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:8/2,F,,,,,,
D,A90\SORS_COMP_A_ALARM,A90 SOR COMPUTER A ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/0,F,,,,,,
D,A90\SORS_COMP_B_ALARM,A90 SOR COMPUTER B ALARM,F,D,*,T,F,,,,,,,,,,ALARM OFF,ALARM ON,ALARM OFF,,,A90_DTS-R,N42:9/1,F,,,,,,
D,A90\SORS_SPD_RESTRICTION_ON,A90 SOR SPEED RESTRICTION ON,F,D,*,T,F,,,,,,,,,,NORMAL,RESTRICT ON,NORMAL,,,A90_DTS-R,N42:9/2,F,,,,,,
D,A90\TC_12V_FAIL,A90 LOSS OF TRAIN CONTROL 12VOLTS TO SCADA,F,D,*,T,F,,,,,,,,,,NORMAL,TROUBLE,NORMAL,,,A90_DTS-R,N42:11/9,F,,,,,,
D,A90_ALM_RT,FREMONT PLC ALARM RESET,F,D,B,F,F,,,,,,,,,,OFF,ON,OFF,,,A90_DTS-R,N45:0/3,G,,,,,,
D,A90_COM_AL,Fremont COMMUNICATION STATUS,F,M,*,T,F,,,,,,,,,,NORMAL,FAIL,NORMAL,,,,,,,,,,,
D,A90_COM_IN,Fremont PLC COMMUNICATION IND.,F,D,*,F,F,,,,,,,,,,FAIL,NORMAL,FAIL,,,A90_DTS-R,N42:0/3,F,,,,,,
D,A90_PLC5\120V_PS_FAIL,A90 PLC-5 120 VOLT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/8,F,,,,,,
D,A90_PLC5\COPRO_FLT,A90 PLC-5 COPROCESSOR FAULT,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,S:11/6,H,,,,,,
A,A90_PLC5\MAJR_FLT,A90 PLC-5 MAJOR FAULT,F,D,*,T,F,U,L,0,310378496,0,1,0,0,,,,,,,A90_DTS-R,S:11,H,,,,,,
A,A90_PLC5\MINR_FLT,A90 PLC-5 MINOR FAULT,F,D,*,F,F,U,L,0,310378496,0,1,0,0,,,,,,,A90_DTS-R,S:10,H,,,,,,
D,A90_PLC5\PLC_PS_FAIL,A90 PLC-5 REDUNDANT POWER SUPPLY FAILURE,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/7,F,,,,,,
D,A90_PLC5\PRGR_MODE,A90 PLC-5 IN PROGRAM MODE,F,D,*,F,F,,,,,,,,,,Off,PROGRAM,Off,,,A90_DTS-R,S:1/3,H,,,,,,
D,A90_PLC5\R00_FLT,A90 PLC-5 RACK 00 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/0,F,,,,,,
D,A90_PLC5\R01_FLT,A90 PLC-5 RACK 01 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/1,F,,,,,,
D,A90_PLC5\R02_FLT,A90 PLC-5 RACK 02 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/2,F,,,,,,
D,A90_PLC5\R03_FLT,A90 PLC-5 RACK 03 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/3,F,,,,,,
D,A90_PLC5\R04_FLT,A90 PLC-5 RACK 04 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/4,F,,,,,,
D,A90_PLC5\R05_FLT,A90 PLC-5 RACK 05 FAULT,F,D,*,F,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/5,F,,,,,,
D,A90_PLC5\RACK_FLT,A90 PLC-5 RACK FAULT - see A90 PLC5 Status Display for details,F,D,*,T,F,,,,,,,,,,NORMAL,FAULT,NORMAL,,,A90_DTS-R,N42:11/6,F,,,,,,
